seg_id,xs,ys,zs,ds,as,xe,ye,ze,de,ae,segment,length
469,62.2,-70.13,33.9,0.5,188.452,65.14,-75.13,39.18,0.5,196.296,basal4_02122,7.84359611402831
470,65.14,-75.13,39.18,0.5,196.296,65.63,-81.63,45.66,0.5,205.487,basal4_02122,9.19132743405434
471,65.63,-81.63,45.66,0.5,205.487,67.59,-85.13,51.24,0.5,212.36,basal4_02122,6.87226309158781
472,67.59,-85.13,51.24,0.5,212.36,71.02,-90.13,51.24,0.5,218.423,basal4_02122,6.06340663323844
473,71.02,-90.13,51.24,0.5,218.423,70.92,-92.22,37.2,0.5,232.618,basal4_02122,14.1950589995252
474,70.92,-92.22,37.2,0.5,232.618,73.86,-98.72,40.86,0.5,240.636,basal4_02122,8.01805462690296
475,73.86,-98.72,40.86,0.5,240.636,76.01,-106.27,42.36,0.5,248.628,basal4_02122,7.99218368157289
476,76.01,-106.27,42.36,0.5,248.628,76.8,-110.22,49.92,0.5,257.195,basal4_02122,8.56622437249924
477,76.8,-110.22,49.92,0.5,257.195,80.23,-112.72,56.82,0.5,265.295,basal4_02122,8.10091970087348
478,25.78,-12.29,-0.9,1.5,0,28.88,-4.77,16.26,1,18.9902,basal4_022,18.990155344283
479,28.88,-4.77,16.26,1,18.9902,35.68,-1.1,17.67,1,26.8449,basal4_022,7.85474378958346
480,35.68,-1.1,17.67,1,26.8449,42.16,1.1,21.27,1,34.5773,basal4_022,7.7324252340388
481,42.16,1.1,21.27,1,34.5773,52.58,2.97,24.06,1,45.5253,basal4_022,10.9479404455815
482,52.58,2.97,24.06,1,45.5253,59.45,4.58,27.06,1,53.1927,basal4_022,7.667398515794
483,59.45,4.58,27.06,1,53.1927,70.55,7.33,27,1,64.6284,basal4_022,11.4357378423956
484,70.55,7.33,27,1,64.6284,73.34,7.14,30.9,0.5,69.4274,basal4_022,4.79897905809142
485,73.34,7.14,30.9,0.5,69.4274,83.15,7.64,32.94,0.5,79.4597,basal4_022,10.0323327297294
486,83.15,7.64,32.94,0.5,79.4597,91.89,5.8,32.94,0.5,88.3913,basal4_022,8.93158440591589
487,91.89,5.8,32.94,0.5,0,96.54,5.31,36.69,0.5,5.99376,basal4_0221,5.99375508341808
488,96.54,5.31,36.69,0.5,5.99376,101.28,18.14,39.96,0.5,20.0568,basal4_0221,14.063050878099
489,101.28,18.14,39.96,0.5,20.0568,110.6,25.14,42.96,0.5,32.0927,basal4_0221,12.0358796936493
490,110.6,25.14,42.96,0.5,32.0927,119.42,33.14,41.55,0.5,44.0835,basal4_0221,11.9908506787467
491,119.42,33.14,41.55,0.5,44.0835,123.83,32.14,39.45,0.5,49.0693,basal4_0221,4.9857898070416
492,123.83,32.14,39.45,0.5,0,130.21,28.64,35.34,0.5,8.35743,basal4_02211,8.35742185126491
493,130.21,28.64,35.34,0.5,8.35743,135.6,27.64,28.2,0.5,17.3592,basal4_02211,9.00176093883857
494,123.83,32.14,39.45,0.5,0,126.28,33.64,48.24,0.5,9.24752,basal4_02212,9.24751858608568
495,126.28,33.64,48.24,0.5,9.24752,135.6,34.14,48,0.5,18.584,basal4_02212,9.33648756224737
496,135.6,34.14,48,0.5,18.584,141.97,36.64,52.32,0.5,26.6766,basal4_02212,8.09254595291247
497,141.97,36.64,52.32,0.5,26.6766,147.36,35.14,52.08,0.5,32.2765,basal4_02212,5.59997321422167
498,147.36,35.14,52.08,0.5,32.2765,151.28,36.14,53.94,0.5,36.7292,basal4_02212,4.45263966653489
499,151.28,36.14,53.94,0.5,36.7292,153.25,33.64,53.94,0.5,39.9121,basal4_02212,3.18290747587799
500,153.25,33.64,53.94,0.5,39.9121,159.62,35.64,53.88,0.5,46.5889,basal4_02212,6.67686303588744
501,91.89,5.8,32.94,0.5,0,97.33,-1.71,33.95,0.5,9.32812,basal4_0222,9.32811878140496
502,97.33,-1.71,33.95,0.5,9.32812,98.2,-3.88,37.86,0.5,13.8838,basal4_0222,4.55564485007337
503,98.2,-3.88,37.86,0.5,13.8838,103.1,-4.88,44.73,0.5,22.3812,basal4_0222,8.49746432766857
504,103.1,-4.88,44.73,0.5,22.3812,106.04,-4.88,50.04,0.5,28.4508,basal4_0222,6.06957164880687
505,106.04,-4.88,50.04,0.5,28.4508,108.98,-7.88,53.55,0.5,33.9247,basal4_0222,5.4739108505711
506,108.98,-7.88,53.55,0.5,33.9247,111.92,-5.38,57.54,0.5,39.4757,basal4_0222,5.55100891730503
507,111.92,-5.38,57.54,0.5,39.4757,117.31,0.12,60.6,0.5,47.7622,basal4_0222,8.28647693534472
508,-10.2,3.83,-3.3,4.5,0,-15.95,5.17,-2.22,4.5,6.00204,apical1_0,6.00204131941792
509,-15.95,5.17,-2.22,4.5,6.00204,-22.18,6.38,-1.89,4.5,12.357,apical1_0,6.35499016521662
510,-22.18,6.38,-1.89,4.5,12.357,-32.42,10.09,-3.93,3,23.4378,apical1_0,11.0807626091348
511,-32.42,10.09,-3.93,3,23.4378,-39.13,11.51,-4.47,3,30.3176,apical1_0,6.87983284680667
512,-39.13,11.51,-4.47,3,30.3176,-54.11,14.19,-5.79,3,45.5926,apical1_0,15.2749860883734
513,-54.11,14.19,-5.79,3,45.5926,-59.3,15.35,-5.79,3,50.9107,apical1_0,5.31805415542188
514,-59.3,15.35,-5.79,3,0,-61.34,7.84,-3.39,1,8.14381,apical1_01,8.14381360297496
515,-61.34,7.84,-3.39,1,8.14381,-65.44,5.34,-4.11,1,12.9996,apical1_01,4.85575946685994
516,-65.44,5.34,-4.11,1,12.9996,-70.82,4.66,-6,1,18.7423,apical1_01,5.74272583360898
517,-70.82,4.66,-6,1,18.7423,-73.27,4.57,-5.76,1,21.2057,apical1_01,2.46337167313421
518,-73.27,4.57,-5.76,1,21.2057,-78.15,3.9,-6.72,1,26.2241,apical1_01,5.01845593783587
519,-78.15,3.9,-6.72,1,0,-82.92,0.55,-8.55,0.5,6.10936,apical1_011,6.10936166878341
520,-82.92,0.55,-8.55,0.5,6.10936,-88.3,-0.46,-10.14,0.5,11.8096,apical1_011,5.70022806561281
521,-88.3,-0.46,-10.14,0.5,11.8096,-90.13,-4.02,-11.1,0.5,15.9259,apical1_011,4.11632117308647
522,-90.13,-4.02,-11.1,0.5,15.9259,-91.95,-8.09,-11.55,0.5,20.407,apical1_011,4.48104898433392
523,-91.95,-8.09,-11.55,0.5,20.407,-94.32,-10.67,-11.55,0.5,23.9103,apical1_011,3.50332699016234
524,-94.32,-10.67,-11.55,0.5,0,-97.59,-15.29,-11.94,0.5,5.67357,apical1_0111,5.67357030449082
525,-97.59,-15.29,-11.94,0.5,5.67357,-97.97,-18.31,-11.67,0.5,8.72933,apical1_0111,3.05576504332385
526,-97.97,-18.31,-11.67,0.5,0,-99.79,-22.37,-11.85,0.5,4.45291,apical1_01111,4.45290916143593
527,-99.79,-22.37,-11.85,0.5,4.45291,-102.61,-25.97,-12.18,0.5,9.03781,apical1_01111,4.58489912648031
528,-102.61,-25.97,-12.18,0.5,9.03781,-108.87,-29.19,-13.08,0.5,16.1347,apical1_01111,7.09690073200972
529,-108.87,-29.19,-13.08,0.5,16.1347,-115.17,-31.41,-14.52,0.5,22.9679,apical1_01111,6.83315446920381
530,-115.17,-31.41,-14.52,0.5,22.9679,-120.47,-34.1,-13.38,0.5,29.0198,apical1_01111,6.0519170516457
531,-120.47,-34.1,-13.38,0.5,29.0198,-127.75,-36.36,-14.34,0.5,36.7027,apical1_01111,7.68294214477761
532,-127.75,-36.36,-14.34,0.5,36.7027,-130.61,-38.96,-17.34,0.5,41.5955,apical1_01111,4.89281105296333
533,-130.61,-38.96,-17.34,0.5,41.5955,-143.38,-38.4,-19.23,0.5,54.5168,apical1_01111,12.9212460699423
534,-143.38,-38.4,-19.23,0.5,54.5168,-150.83,-35.66,-18.48,0.5,62.49,apical1_01111,7.97324275310869
535,-150.83,-35.66,-18.48,0.5,62.49,-159.82,-30.97,-18.42,0.5,72.63,apical1_01111,10.1400098619281
536,-159.82,-30.97,-18.42,0.5,72.63,-166.31,-27.7,-17.25,0.5,79.9909,apical1_01111,7.3608355503978
537,-166.31,-27.7,-17.25,0.5,79.9909,-172.75,-25.92,-16.41,0.5,86.7249,apical1_01111,6.73406266677107
538,-172.75,-25.92,-16.41,0.5,86.7249,-180.07,-27.18,-19.11,0.5,94.6281,apical1_01111,7.90316392339169
539,-97.97,-18.31,-11.67,0.5,0,-94.98,-19.7,-12.06,0.5,3.32028,apical1_01112,3.32028613224824
540,-94.98,-19.7,-12.06,0.5,3.32028,-94.81,-24.7,-14.7,0.5,8.97701,apical1_01112,5.65672166541717
541,-94.81,-24.7,-14.7,0.5,8.97701,-91.13,-31.58,-16.71,0.5,17.0341,apical1_01112,8.05710245683894
542,-91.13,-31.58,-16.71,0.5,17.0341,-94,-33.68,-18.15,0.5,20.8708,apical1_01112,3.83673037885125
543,-94,-33.68,-18.15,0.5,20.8708,-92.43,-43.63,-20.67,0.5,31.2544,apical1_01112,10.3835350435196
544,-92.43,-43.63,-20.67,0.5,31.2544,-93.76,-47.68,-20.97,0.5,35.5277,apical1_01112,4.27333593343654
545,-93.76,-47.68,-20.97,0.5,35.5277,-98.99,-52.36,-25.95,0.5,44.1333,apical1_01112,8.60556215479267
546,-98.99,-52.36,-25.95,0.5,44.1333,-99.59,-57.91,-24.96,0.5,49.8027,apical1_01112,5.66944441722467
547,-94.32,-10.67,-11.55,0.5,0,-97.83,-8.29,-16.86,0.5,6.79563,apical1_0112,6.7956309493674
548,-97.83,-8.29,-16.86,0.5,6.79563,-102.8,-6.47,-16.98,0.5,12.0898,apical1_0112,5.29411937908468
549,-102.8,-6.47,-16.98,0.5,12.0898,-110.69,-5.24,-18.63,0.5,20.2437,apical1_0112,8.15398675495613
550,-110.69,-5.24,-18.63,0.5,20.2437,-116.05,-6.43,-20.58,0.5,26.0702,apical1_0112,5.8265083883918
551,-116.05,-6.43,-20.58,0.5,26.0702,-117.39,-9.98,-22.26,0.5,30.22,apical1_0112,4.14975902914856
552,-117.39,-9.98,-22.26,0.5,30.22,-125.58,-14.27,-24.72,0.5,39.7872,apical1_0112,9.56722530308553
553,-125.58,-14.27,-24.72,0.5,39.7872,-131.81,-18.49,-26.19,0.5,47.4542,apical1_0112,7.66695506703933
554,-131.81,-18.49,-26.19,0.5,47.4542,-135.27,-17.61,-28.17,0.5,51.5366,apical1_0112,4.08245024464476
555,-135.27,-17.61,-28.17,0.5,51.5366,-137.78,-16.19,-29.58,0.5,54.7467,apical1_0112,3.21007788067516
556,-78.15,3.9,-6.72,1,0,-80.68,6.31,-10.71,1,5.30369,apical1_012,5.30368739651952
557,-80.68,6.31,-10.71,1,5.30369,-84.69,8.67,-12.51,1,10.2926,apical1_012,4.98895780699736
558,-84.69,8.67,-12.51,1,10.2926,-88.12,8.55,-11.61,1,13.8408,apical1_012,3.54814035799037
559,-88.12,8.55,-11.61,1,13.8408,-88.59,8.04,-11.7,1,14.5401,apical1_012,0.699356847396235
560,-88.59,8.04,-11.7,1,0,-94.49,8.33,-9.99,1,6.14965,apical1_0121,6.14965039656726
561,-94.49,8.33,-9.99,1,6.14965,-101.4,9.59,-9.54,1,13.188,apical1_0121,7.0383378719695
562,-101.4,9.59,-9.54,1,13.188,-108.75,9.34,-11.25,1,20.7384,apical1_0121,7.5504370734415
563,-108.75,9.34,-11.25,1,20.7384,-112.58,6.7,-12,1,25.4502,apical1_0121,4.71179371365088
564,-112.58,6.7,-12,1,25.4502,-117.41,4.53,-10.83,1,30.873,apical1_0121,5.42279448255233
565,-117.41,4.53,-10.83,1,30.873,-122.31,4.36,-12.36,1,36.0091,apical1_0121,5.13612694547166
566,-122.31,4.36,-12.36,1,36.0091,-128.17,3.65,-12.12,1,41.9169,apical1_0121,5.90773222141964
567,-128.17,3.65,-12.12,1,41.9169,-133.38,-1.53,-12.36,0.5,49.2677,apical1_0121,7.35078907329003
568,-133.38,-1.53,-12.36,0.5,49.2677,-137.23,-3.67,-13.32,0.5,53.7758,apical1_0121,4.50818145153896
569,-137.23,-3.67,-13.32,0.5,53.7758,-142.45,-8.85,-13.14,0.5,61.132,apical1_0121,7.35616748042076
570,-142.45,-8.85,-13.14,0.5,61.132,-146.73,-12.5,-11.61,0.5,66.9614,apical1_0121,5.82939104881462
571,-146.73,-12.5,-11.61,0.5,66.9614,-154.54,-13.78,-9.51,0.5,75.1495,apical1_0121,8.18807059080465
572,-154.54,-13.78,-9.51,0.5,75.1495,-162.81,-15.57,-7.92,0.5,83.7591,apical1_0121,8.60959348633837
573,-162.81,-15.57,-7.92,0.5,83.7591,-165.14,-19.15,-6.84,0.5,88.1649,apical1_0121,4.40587108299822
574,-165.14,-19.15,-6.84,0.5,88.1649,-166.49,-22.7,-5.55,0.5,92.1761,apical1_0121,4.01112203753514
575,-166.49,-22.7,-5.55,0.5,92.1761,-166.4,-25.2,-4.23,0.5,95.0046,apical1_0121,2.82851551171281
576,-88.59,8.04,-11.7,1,0,-90.66,10.97,-13.08,0.5,3.84373,apical1_0122,3.84372215437068
577,-90.66,10.97,-13.08,0.5,3.84373,-94.61,11.83,-12.3,0.5,7.96082,apical1_0122,4.11709849287092
578,-94.61,11.83,-12.3,0.5,7.96082,-98,10.71,-12.48,0.5,11.5356,apical1_0122,3.57475873311752
579,-98,10.71,-12.48,0.5,11.5356,-105.42,12.45,-13.32,0.5,19.203,apical1_0122,7.66743764239397
580,-105.42,12.45,-13.32,0.5,19.203,-112.35,14.21,-11.82,0.5,26.5087,apical1_0122,7.30564849962
581,-112.35,14.21,-11.82,0.5,26.5087,-117.3,15.54,-11.61,0.5,31.6385,apical1_0122,5.1298635459435
582,-117.3,15.54,-11.61,0.5,31.6385,-120.28,16.44,-13.02,0.5,35.0559,apical1_0122,3.4173820389298
583,-120.28,16.44,-13.02,0.5,35.0559,-126.23,18.23,-14.22,0.5,41.3842,apical1_0122,6.32823830145484
584,-126.23,18.23,-14.22,0.5,41.3842,-128.71,19.14,-16.74,0.5,45.035,apical1_0122,3.65087660706302
585,-128.71,19.14,-16.74,0.5,45.035,-131.68,20.04,-18,0.5,48.3844,apical1_0122,3.34940293186711
586,-131.68,20.04,-18,0.5,48.3844,-135.74,23.9,-19.05,0.5,54.0841,apical1_0122,5.6996227945365
587,-135.74,23.9,-19.05,0.5,54.0841,-137.34,27.35,-20.52,0.5,58.1612,apical1_0122,4.07718039826545
588,-137.34,27.35,-20.52,0.5,58.1612,-142.32,29.68,-20.43,0.5,63.6601,apical1_0122,5.49885442615095
589,-142.32,29.68,-20.43,0.5,63.6601,-144.37,32.11,-19.56,0.5,66.9562,apical1_0122,3.2961037605027
590,-144.37,32.11,-19.56,0.5,66.9562,-145.79,30.56,-24.84,0.5,72.6393,apical1_0122,5.68307135271061
591,-145.79,30.56,-24.84,0.5,72.6393,-153.62,30.28,-26.55,0.5,80.6587,apical1_0122,8.01943888311397
592,-153.62,30.28,-26.55,0.5,80.6587,-162.39,28.47,-28.11,0.5,89.7484,apical1_0122,9.08969746471244
593,-162.39,28.47,-28.11,0.5,89.7484,-165.33,28.37,-27.54,0.5,92.7448,apical1_0122,2.99641452406041
594,-165.33,28.37,-27.54,0.5,92.7448,-170.21,27.7,-27.66,0.5,97.6721,apical1_0122,4.9272406070741
595,-170.21,27.7,-27.66,0.5,97.6721,-175.09,27.03,-29.46,0.5,102.916,apical1_0122,5.24435887406649
596,-175.09,27.03,-29.46,0.5,102.916,-182.44,26.77,-27.57,0.5,110.51,apical1_0122,7.59356306354269
597,-59.3,15.35,-5.79,3,0,-68.21,16.16,-4.17,3,9.09223,apical1_02,9.09222744986067
598,-68.21,16.16,-4.17,3,9.09223,-83.18,18.83,-1.5,2.5,24.5311,apical1_02,15.4388697772862
599,-83.18,18.83,-1.5,2.5,24.5311,-89.31,20.65,-0.36,2.5,31.0264,apical1_02,6.49529829953944
600,-89.31,20.65,-0.36,2.5,0,-92.62,12.15,0.39,1,9.15252,apical1_021,9.15251877900286
601,-92.62,12.15,0.39,1,9.15252,-95.24,4.53,0.18,1,17.2131,apical1_021,8.06057690243074
602,-95.24,4.53,0.18,1,0,-101.53,-3.85,-34.71,1,36.4294,apical1_0211,36.4293919795541
603,-101.53,-3.85,-34.71,1,36.4294,-112.73,-11.69,-34.71,1,50.1007,apical1_0211,13.6713422896217
604,-112.73,-11.69,-34.71,1,0,-119.45,-17.42,-32.25,0.5,9.16749,apical1_02111,9.16749147804349
605,-119.45,-17.42,-32.25,0.5,9.16749,-125.49,-22.27,-35.19,0.5,17.4529,apical1_02111,8.28539075723046
606,-125.49,-22.27,-35.19,0.5,17.4529,-133.76,-28.18,-36.27,0.5,27.6748,apical1_02111,10.2219078454073
607,-133.76,-28.18,-36.27,0.5,27.6748,-140.4,-33.41,-36.87,0.5,36.1484,apical1_02111,8.47363558338451
608,-140.4,-33.41,-36.87,0.5,36.1484,-147.36,-35.51,-36.03,0.5,43.4667,apical1_02111,7.31827848609221
609,-147.36,-35.51,-36.03,0.5,43.4667,-151.92,-40.81,-41.61,1,52.4121,apical1_02111,8.94538987411951
610,-151.92,-40.81,-41.61,1,52.4121,-156.75,-42.98,-41.61,1,57.7072,apical1_02111,5.29507318174169
611,-156.75,-42.98,-41.61,1,57.7072,-161.14,-43.63,-41.37,0.5,62.1515,apical1_02111,4.44434472110343
612,-161.14,-43.63,-41.37,0.5,62.1515,-161.56,-45.65,-41.31,0.5,64.2156,apical1_02111,2.0640736420971
613,-161.56,-45.65,-41.31,0.5,64.2156,-163.37,-50.21,-41.37,0.5,69.122,apical1_02111,4.90645493202577
614,-163.37,-50.21,-41.37,0.5,69.122,-165.75,-52.3,-42.81,0.5,72.6014,apical1_02111,3.47938212905682
615,-165.75,-52.3,-42.81,0.5,72.6014,-170.05,-55.45,-42.81,0.5,77.9318,apical1_02111,5.33033770037135
616,-170.05,-55.45,-42.81,0.5,77.9318,-172.39,-58.53,-42.81,0.5,81.7998,apical1_02111,3.86807445636713
617,-172.39,-58.53,-42.81,0.5,81.7998,-174.27,-61.1,-44.67,0.5,85.4875,apical1_02111,3.6876686402116
618,-174.27,-61.1,-44.67,0.5,85.4875,-177.07,-65.2,-44.67,0.5,90.4524,apical1_02111,4.96487663492256
619,-177.07,-65.2,-44.67,0.5,90.4524,-180.43,-67.32,-43.95,0.5,94.49,apical1_02111,4.03762306314
620,-112.73,-11.69,-34.71,1,0,-110.6,-11.12,-33.69,0.5,2.42945,apical1_02112,2.42944438092335
621,-110.6,-11.12,-33.69,0.5,2.42945,-116.2,-18.62,-30.03,0.5,12.4796,apical1_02112,10.0501542276723
622,-116.2,-18.62,-30.03,0.5,12.4796,-117.76,-25.96,-27.03,0.5,20.561,apical1_02112,8.08141076792907
623,-117.76,-25.96,-27.03,0.5,20.561,-125.36,-38.14,-28.29,0.5,34.9728,apical1_02112,14.4118007202431
624,-125.36,-38.14,-28.29,0.5,34.9728,-125.69,-46.76,-29.37,0.5,43.6665,apical1_02112,8.69365860843408
625,-125.69,-46.76,-29.37,0.5,43.6665,-121.98,-55.22,-27.27,0.5,53.1399,apical1_02112,9.47342071270985
626,-121.98,-55.22,-27.27,0.5,53.1399,-119.22,-63.47,-32.79,0.5,63.4428,apical1_02112,10.3029364746173
627,-119.22,-63.47,-32.79,0.5,63.4428,-119.14,-70.14,-38.79,0.5,72.4147,apical1_02112,8.97191729788009
628,-95.24,4.53,0.18,1,0,-91.22,-2.46,-20.61,0.5,22.299,apical1_0212,22.2989820395461
629,-91.22,-2.46,-20.61,0.5,22.299,-86.19,-7.11,-19.23,0.5,29.2867,apical1_0212,6.98768917454118
630,-86.19,-7.11,-19.23,0.5,29.2867,-81.65,-11.65,-17.91,0.5,35.8415,apical1_0212,6.55481502408725
631,-81.65,-11.65,-17.91,0.5,35.8415,-80.66,-16.46,-23.13,0.5,43.0084,apical1_0212,7.16691007338588
632,-80.66,-16.46,-23.13,0.5,43.0084,-75.09,-23.27,-26.91,0.5,52.5839,apical1_0212,9.57545821357912
633,-75.09,-23.27,-26.91,0.5,52.5839,-70.96,-29.77,-22.95,0.5,61.2434,apical1_0212,8.65959005958135
634,-70.96,-29.77,-22.95,0.5,61.2434,-67,-34.7,-18.39,0.5,69.0396,apical1_0212,7.79615931084018
635,-67,-34.7,-18.39,0.5,69.0396,-63.46,-41.59,-17.79,0.5,76.809,apical1_0212,7.76940795685231
636,-63.46,-41.59,-17.79,0.5,76.809,-60.86,-48.28,-22.11,0.5,85.1863,apical1_0212,8.3772608888586
637,-60.86,-48.28,-22.11,0.5,85.1863,-55.29,-55.08,-18.69,0.5,94.6182,apical1_0212,9.43192981314004
638,-55.29,-55.08,-18.69,0.5,94.6182,-49.31,-59.93,-12.93,0.5,104.234,apical1_0212,9.61563830434569
639,-49.31,-59.93,-12.93,0.5,104.234,-44.56,-63.5,-11.37,0.5,110.377,apical1_0212,6.1433704104506
640,-44.56,-63.5,-11.37,0.5,110.377,-38.4,-69.92,-5.37,0.5,121.109,apical1_0212,10.731355925511
641,-89.31,20.65,-0.36,2.5,0,-94.06,24.21,1.86,2,6.33755,apical1_022,6.33754684400834
642,-94.06,24.21,1.86,2,0,-95.32,30.1,-0.15,1,6.34979,apical1_0221,6.34978739801578
643,-95.32,30.1,-0.15,1,6.34979,-97.12,38.15,0.84,1,14.6578,apical1_0221,8.30798411168437
644,-97.12,38.15,0.84,1,14.6578,-101.29,42.11,-1.59,0.5,20.9008,apical1_0221,6.24302811142157
645,-101.29,42.11,-1.59,0.5,20.9008,-101.75,49.36,0.18,0.5,28.3779,apical1_0221,7.47709836768248
646,-101.75,49.36,0.18,0.5,28.3779,-104.24,56.53,0.24,0.5,35.9682,apical1_0221,7.59029643689889
647,-104.24,56.53,0.24,0.5,35.9682,-108.09,61.95,-2.13,0.5,43.0262,apical1_0221,7.05803088686923
648,-108.09,61.95,-2.13,0.5,0,-109.49,64.81,-32.01,0.5,30.0492,apical1_02211,30.0491930008112
649,-109.49,64.81,-32.01,0.5,30.0492,-114.24,68.37,-34.53,0.5,36.498,apical1_02211,6.44875957064613
650,-114.24,68.37,-34.53,0.5,36.498,-119.76,73.12,-34.89,0.5,43.7892,apical1_02211,7.29126189352708
651,-119.76,73.12,-34.89,0.5,43.7892,-122.6,75.08,-37.35,0.5,48.027,apical1_02211,4.23778243896497
652,-122.6,75.08,-37.35,0.5,48.027,-129.14,79.85,-39.75,0.5,56.47,apical1_02211,8.4430148643716
653,-129.14,79.85,-39.75,0.5,56.47,-133.64,82.2,-48.81,0.5,66.8554,apical1_02211,10.3853791457029
654,-133.64,82.2,-48.81,0.5,66.8554,-134.76,86.16,-51.63,0.5,71.8442,apical1_02211,4.98882751756362
655,-134.76,86.16,-51.63,0.5,71.8442,-140.34,91.47,-47.55,0.5,80.5608,apical1_02211,8.71658763507832
656,-140.34,91.47,-47.55,0.5,80.5608,-143.89,94.85,-52.95,0.5,87.8537,apical1_02211,7.29293493732118
657,-143.89,94.85,-52.95,0.5,87.8537,-147.47,99.22,-56.07,0.5,94.3073,apical1_02211,6.45350292476885
658,-147.47,99.22,-56.07,0.5,94.3073,-150.52,102.12,-59.25,0.5,99.5822,apical1_02211,5.27493127917323
659,-150.52,102.12,-59.25,0.5,99.5822,-152.14,106.57,-62.73,0.5,105.459,apical1_02211,5.87684439133791
660,-152.14,106.57,-62.73,0.5,105.459,-155.22,110.46,-58.23,0.5,112.157,apical1_02211,6.69839533022649
661,-155.22,110.46,-58.23,0.5,112.157,-159.68,111.81,-58.47,0.5,116.823,apical1_02211,4.66601543075032
662,-159.68,111.81,-58.47,0.5,116.823,-162.75,117.84,-68.67,0.5,129.064,apical1_02211,12.2403349627369
663,-162.75,117.84,-68.67,0.5,129.064,-170.27,122.58,-69.57,0.5,137.998,apical1_02211,8.9346516440206
664,-170.27,122.58,-69.57,0.5,137.998,-177.2,124.34,-76.95,0.5,148.274,apical1_02211,10.2755486471526
665,-177.2,124.34,-76.95,0.5,148.274,-181.17,125.71,-81.45,0.5,154.429,apical1_02211,6.15530665361198
666,-181.17,125.71,-81.45,0.5,154.429,-185.65,127.55,-83.43,0.5,159.662,apical1_02211,5.23224617157872
667,-185.65,127.55,-83.43,0.5,159.662,-193.1,130.29,-89.55,0.5,169.685,apical1_02211,10.0231980924254
668,-193.1,130.29,-89.55,0.5,169.685,-197.18,134.65,-94.65,0.5,177.537,apical1_02211,7.85277021184246
669,-197.18,134.65,-94.65,0.5,177.537,-201.24,138.51,-102.03,0.5,186.803,apical1_02211,9.2653979946897
670,-201.24,138.51,-102.03,0.5,186.803,-207.19,140.31,-107.67,0.5,195.196,apical1_02211,8.39357492371396
671,-207.19,140.31,-107.67,0.5,195.196,-213.71,144.58,-113.19,0.5,204.747,apical1_02211,9.55058636943304
672,-213.71,144.58,-113.19,0.5,204.747,-226.17,150.15,-121.35,0.5,220.649,apical1_02211,15.9016382803785
673,-108.09,61.95,-2.13,0.5,0,-114.01,64.75,-14.07,0.5,13.618,apical1_02212,13.6180027904242
674,-114.01,64.75,-14.07,0.5,13.618,-117.86,65.56,-27.33,0.5,27.4494,apical1_02212,13.8313484519768
675,-117.86,65.56,-27.33,0.5,27.4494,-124.09,66.89,-35.19,0.5,37.5667,apical1_02212,10.1173810840553
676,-124.09,66.89,-35.19,0.5,37.5667,-131.21,66.36,-42.39,0.5,47.7065,apical1_02212,10.1397879662249
677,-94.06,24.21,1.86,2,0,-104.99,27.05,5.31,2,11.8082,apical1_0222,11.8081751342026
678,-104.99,27.05,5.31,2,11.8082,-110.05,28.68,10.11,2,18.9706,apical1_0222,7.1624367361953
679,-110.05,28.68,10.11,2,18.9706,-114.3,31.58,10.11,2,24.1158,apical1_0222,5.14514334105475
680,-114.3,31.58,10.11,2,0,-121.51,25.96,24,1,16.6283,apical1_02221,16.6283071898495
681,-121.51,25.96,24,1,16.6283,-126.45,23.94,24.36,1,21.9775,apical1_02221,5.34916815963005
682,-126.45,23.94,24.36,1,21.9775,-132.82,22.23,25.98,1,28.769,apical1_02221,6.79156830194616
683,-132.82,22.23,25.98,1,28.769,-138.98,16.89,25.71,1,36.9259,apical1_02221,8.1568437523346
684,-138.98,16.89,25.71,1,36.9259,-144.16,11.35,24.84,1,44.5601,apical1_02221,7.63419281915253
685,-144.16,11.35,24.84,1,44.5601,-150.04,4.93,27.48,1,53.6573,apical1_02221,9.09727431706882
686,-150.04,4.93,27.48,1,53.6573,-155.6,-0.02,28.92,1,61.2396,apical1_02221,7.58219625174659
687,-155.6,-0.02,28.92,1,61.2396,-164.99,-4.16,30.27,1,71.5901,apical1_02221,10.3505652019588
688,-164.99,-4.16,30.27,1,71.5901,-177.27,-7.68,30.66,1,84.3706,apical1_02221,12.7804890360268
689,-177.27,-7.68,30.66,1,84.3706,-182.55,-6.56,32.31,1,90.0147,apical1_02221,5.64404996434298
690,-182.55,-6.56,32.31,1,90.0147,-192.44,-5.99,32.85,0.5,99.9358,apical1_02221,9.92111888851251
691,-192.44,-5.99,32.85,0.5,99.9358,-201.5,-6.11,33.69,0.5,109.035,apical1_02221,9.09964834485377
692,-201.5,-6.11,33.69,0.5,109.035,-208.62,-6.64,31.92,0.5,116.391,apical1_02221,7.35582762168881
693,-208.62,-6.64,31.92,0.5,116.391,-215.64,-6.69,30.99,0.5,123.473,apical1_02221,7.08151113816816
694,-215.64,-6.69,30.99,0.5,123.473,-230.66,-6.56,31.86,0.5,138.518,apical1_02221,15.0457369377508
695,-230.66,-6.56,31.86,0.5,138.518,-237.78,-7.09,33.99,0.5,145.969,apical1_02221,7.45065097827029
696,-237.78,-7.09,33.99,0.5,145.969,-246.84,-7.21,36.69,0.5,155.424,apical1_02221,9.45452272724541
